"sim","score_beta0","score_beta1","score_beta2","score_conv_msg","score_data_resampled","tpr","fpr"
55,-1.8093004960989,1.90341846985752,-0.13586495410838,"Converged",FALSE,0.5,0.5
56,-3.52206920666365,6.6167000339569,-0.0963995592859484,"Converged",FALSE,0.5,0.5
57,-2.0844896081711,2.47313794482314,-0.107230712812937,"Converged",TRUE,0.5,0.5
58,-3.75835049417877,7.35393836994134,-0.0879931117086637,"Converged",FALSE,0.5,0.5
59,-1.73961983106397,0.874440113039041,-0.0809059678894617,"Converged",FALSE,0.5,0.5
60,-2.36509463074074,3.86001918876403,-0.158456781458026,"Converged",FALSE,0.5,0.5
61,-2.73539678846341,4.63543842259698,-0.124447546850966,"Converged",FALSE,0.5,0.5
62,-1.63115637430643,1.41533785197096,-0.114613143052334,"Converged",FALSE,0.5,0.5
63,-2.49441597755643,4.18177847384736,-0.167516183420132,"Converged",TRUE,0.5,0.5
64,-2.09778742978673,1.85039476844634,-0.0469414887390215,"Converged",FALSE,0.5,0.5
65,-2.12617092002435,2.42530394516757,-0.0969030176380033,"Converged",FALSE,0.5,0.5
66,-0.867430484373098,-1.4326805790357,-0.0878014477158824,"Converged",FALSE,0.5,0.5
67,-2.20058491505644,2.11902652295107,-0.0778776808364713,"Converged",FALSE,0.5,0.5
68,-1.9201343140612,1.86586759336547,-0.0953643407667529,"Converged",FALSE,0.5,0.5
69,-1.70651095139833,0.620530368112853,-0.0896576950504088,"Converged",FALSE,0.5,0.5
70,-0.757862779204113,-1.18529434673192,-0.134634618660261,"Converged",FALSE,0.5,0.5
71,-2.22041852932296,2.56703780352972,-0.071687976719406,"Converged",FALSE,0.5,0.5
72,-1.87686428074636,2.46888155349974,-0.107114200094548,"Converged",FALSE,0.5,0.5
73,-2.60974439731254,3.58100035042001,-0.0738976848636453,"Converged",FALSE,0.5,0.5
74,-1.54818479249791,0.462662165560927,-0.0801410851706346,"Converged",FALSE,0.5,0.5
75,-2.19449948504574,3.57899253471503,-0.145994750237031,"Converged",FALSE,0.5,0.5
76,-2.11557861200871,3.24356033444361,-0.146004742966615,"Converged",FALSE,0.5,0.5
77,-0.766013830062069,-0.566683406955956,-0.179354480342983,"Converged",FALSE,0.5,0.5
78,-0.736486287188696,-1.11196706828668,-0.140731081137899,"Converged",TRUE,0.5,0.5
79,-0.637747989152032,-2.15212438696032,-0.0991547780989699,"Converged",FALSE,0.5,0.5
80,-1.74922677662451,1.37170284416062,-0.086045238116117,"Converged",TRUE,0.5,0.5
81,-1.98882467122299,1.14690610391106,-0.0231506681600486,"Converged",FALSE,0.5,0.5
82,-0.450965487298675,-1.64421362285785,-0.19201557652244,"Converged",FALSE,0.5,0.5
83,-2.55912270602388,4.7300885390496,-0.108450422076242,"Converged",FALSE,0.5,0.5
84,-1.16102952320856,-0.68158687822414,-0.123609440326759,"Converged",FALSE,0.5,0.5
85,-1.90541838657768,2.21063993607772,-0.120354649862466,"Converged",FALSE,0.5,0.5
86,-1.82450543244777,0.930632247571382,-0.0554954591858675,"Converged",TRUE,0.5,0.5
87,-2.30168811233102,3.11318063312789,-0.0796791093278156,"Converged",FALSE,0.5,0.5
88,-2.52260437728712,2.35638654356974,-0.025077016289237,"Converged",FALSE,0.5,0.5
89,-2.00524933722909,1.21406451266687,-0.0601552659805028,"Converged",FALSE,0.5,0.5
90,-1.86867879769037,1.28983989744176,-0.0825654056233019,"Converged",FALSE,0.5,0.5
91,-1.0156330294302,-0.994398509956343,-0.102622097455284,"Converged",FALSE,0.5,0.5
92,-2.0270814867118,1.74180665547279,-0.113865787540843,"Converged",FALSE,0.5,0.5
93,-1.66310142953423,0.786285821146619,-0.0712580993456564,"Converged",FALSE,0.5,0.5
94,-1.28359066654538,0.636290312359341,-0.126055219194724,"Converged",FALSE,0.5,0.5
95,-1.68268770499959,2.45437775094376,-0.196038631890742,"Converged",FALSE,0.5,0.5
96,-1.80965782659324,0.280243351870998,-0.00725388685760894,"Converged",FALSE,0.5,0.5
97,-2.2221608667162,1.20243855254522,-0.0228389796697701,"Converged",FALSE,0.5,0.5
98,-2.58585930511829,3.90565420358803,-0.110257336278031,"Converged",FALSE,0.5,0.5
99,-1.43878790650411,0.157869599073057,-0.136721819582672,"Converged",FALSE,0.5,0.5
100,-1.57184205012556,0.792381108460199,-0.102468244127407,"Converged",FALSE,0.5,0.5
101,-2.46015167478965,3.66335701328803,-0.14201484386106,"Converged",FALSE,0.5,0.5
102,-2.43589604949453,3.17084093140856,-0.0839788972030363,"Converged",FALSE,0.5,0.5
103,-1.73998449206515,1.50121658288278,-0.105635531049466,"Converged",FALSE,0.5,0.5
104,-2.06877194233165,2.24974665368941,-0.117277281332334,"Converged",FALSE,0.5,0.5
105,-2.71877551455662,4.92797816039501,-0.133758839800827,"Converged",TRUE,0.5,0.5
106,-1.12178986063722,-0.342458823035658,-0.134542782478026,"Converged",FALSE,0.5,0.5
107,-2.52141523163511,3.80327883749619,-0.111780014071187,"Converged",FALSE,0.5,0.5
108,-2.73897748428608,3.71025120934256,-0.0680613995713359,"Converged",FALSE,0.5,0.5
109,-1.03476205156436,0.306098517083887,-0.165320411333302,"Converged",FALSE,0.5,0.5
110,-1.11432361913782,0.524473973390331,-0.145166013057994,"Converged",FALSE,0.5,0.5
111,-1.64307526303911,2.30991223394031,-0.160687333177971,"Converged",FALSE,0.5,0.5
112,-2.39947045172246,2.42954052256026,-0.0404287425259788,"Converged",FALSE,0.5,0.5
113,-2.54232094359315,1.78104161600774,0.0373679972041205,"Converged",FALSE,0.5,0.5
114,-2.71401089773805,5.30537391780552,-0.153502037306734,"Converged",FALSE,0.5,0.5
115,-1.89646396429321,2.52068502371772,-0.169227683707772,"Converged",TRUE,0.5,0.5
116,-2.01073903083605,2.79120387688158,-0.116981368392933,"Converged",FALSE,0.5,0.5
117,-2.61361913563851,5.06070333042045,-0.145478450456077,"Converged",FALSE,0.5,0.5
118,-2.44093720083558,3.38774865401537,-0.0951852073908826,"Converged",FALSE,0.5,0.5
119,-2.23804020606369,3.51838963866114,-0.141876628518609,"Converged",FALSE,0.5,0.5
120,-2.19685271120405,2.34900631853166,-0.104430350375119,"Converged",TRUE,0.5,0.5
121,-2.49200932860887,3.28911584311158,-0.0790494904853579,"Converged",FALSE,0.5,0.5
122,-2.57480551051436,4.87051974006844,-0.152857760875659,"Converged",FALSE,0.5,0.5
123,-3.10354105737106,4.34643085266642,-0.049652086827749,"Converged",FALSE,0.5,0.5
124,-2.08292479688942,3.08932777252776,-0.15368831422294,"Converged",TRUE,0.5,0.5
125,-1.77048805103919,0.609424202202883,-0.0773211277419746,"Converged",FALSE,0.5,0.5
126,-2.91957290095063,4.33229649327647,-0.0568359046486156,"Converged",FALSE,0.5,0.5
127,-0.851857064245137,-1.69570711291738,-0.0832722416522289,"Converged",FALSE,0.5,0.5
128,-2.23651909911219,2.64425874567693,-0.104880202506763,"Converged",FALSE,0.5,0.5
129,-1.98665127806148,1.32050173909,-0.035223555172608,"Converged",FALSE,0.5,0.5
130,-1.02636604536672,-0.724221076761828,-0.118386820225558,"Converged",FALSE,0.5,0.5
131,-0.911360641507437,-1.03391343876364,-0.107213750202165,"Converged",FALSE,0.5,0.5
132,-3.08567870381215,5.99661693511284,-0.156988713156803,"Converged",FALSE,0.5,0.5
133,-1.92839715187249,2.45495231346814,-0.129946415607741,"Converged",FALSE,0.5,0.5
134,-3.28494757713994,5.9861932907899,-0.079213095567005,"Converged",FALSE,0.5,0.5
135,-0.460147162103798,-1.68862299884591,-0.133372095052523,"Converged",TRUE,0.5,0.5
136,-0.184875276619374,-2.26476097080139,-0.170313018498936,"Converged",FALSE,0.5,0.5
137,-2.61310167687186,4.60001597973092,-0.122217932119844,"Converged",FALSE,0.5,0.5
138,-2.17544297260908,2.02499822617211,-0.0737867553042303,"Converged",FALSE,0.5,0.5
139,NA,NA,NA,"MAX_ITER reached",TRUE,0.5,0.5
140,-1.46192468440451,1.3404233424559,-0.157023656749929,"Converged",FALSE,0.5,0.5
141,-2.92345459471271,4.15621790508163,-0.0938108996638549,"Converged",FALSE,0.5,0.5
142,-3.07204316988322,5.08327362346258,-0.13325429129953,"Converged",FALSE,0.5,0.5
143,-3.17015237756448,6.19485727986795,-0.157540515334525,"Converged",TRUE,0.5,0.5
144,-1.88930706865741,3.19677291910833,-0.146486260455237,"Converged",FALSE,0.5,0.5
145,-0.919766245611585,-1.52776401329426,-0.0811864477035996,"Converged",FALSE,0.5,0.5
146,-1.57604149288266,0.567283016301897,-0.0646344032068451,"Converged",FALSE,0.5,0.5
147,-2.98926790866711,4.13511903280534,-0.0949449006301771,"Converged",TRUE,0.5,0.5
148,-1.58112554102443,1.94977890485052,-0.173345658203381,"Converged",FALSE,0.5,0.5
149,-1.63172181644429,1.65695679189479,-0.138142163232612,"Converged",TRUE,0.5,0.5
150,-2.25212879048551,3.45110688247628,-0.156185183883409,"Converged",FALSE,0.5,0.5
151,-1.50202349495253,0.264364266299072,-0.0717575419926587,"Converged",FALSE,0.5,0.5
152,-1.52418495810775,1.06025097654721,-0.117879861257564,"Converged",FALSE,0.5,0.5
153,-1.42726684882185,-0.104244416598569,-0.0956507594842406,"Converged",FALSE,0.5,0.5
154,-2.3084413652197,3.94359154804591,-0.117401782310533,"Converged",FALSE,0.5,0.5
155,-2.39538317251427,2.73978508322665,-0.0485787026474922,"Converged",FALSE,0.5,0.5
156,-0.947009601018709,-1.0469340417095,-0.0804681237675456,"Converged",FALSE,0.5,0.5
157,-2.00489438562866,2.0267649598716,-0.107943662623381,"Converged",TRUE,0.5,0.5
158,-1.72978763611685,1.95230802054296,-0.15371797579381,"Converged",FALSE,0.5,0.5
159,-1.16596196578067,0.0954389649423714,-0.147176044507891,"Converged",TRUE,0.5,0.5
160,-1.22969685547723,0.132019065521809,-0.114293620031676,"Converged",TRUE,0.5,0.5
161,-2.42995770984559,4.55025552722217,-0.158218709499763,"Converged",FALSE,0.5,0.5
162,-1.9674816581941,1.76549245737674,-0.0817564284560184,"Converged",FALSE,0.5,0.5
163,-2.34551571269619,3.43615892285653,-0.147115244908877,"Converged",FALSE,0.5,0.5
164,-1.87439758085196,2.39410023356556,-0.12703983371351,"Converged",FALSE,0.5,0.5
165,-3.54808901820776,7.24714708543398,-0.108362177353264,"Converged",FALSE,0.5,0.5
166,-1.59236130868133,1.44279044020288,-0.122956118813887,"Converged",FALSE,0.5,0.5
167,-0.885856714388509,-0.237962332713521,-0.153668120783095,"Converged",FALSE,0.5,0.5
168,-2.50952313452673,3.1250421414884,-0.080122387894363,"Converged",FALSE,0.5,0.5
169,-2.1466793843819,2.58350514085982,-0.136578128460498,"Converged",FALSE,0.5,0.5
170,-2.49517405123074,3.51028518954452,-0.0917917266586903,"Converged",FALSE,0.5,0.5
171,-1.46242895018,0.529079180377355,-0.108397637268593,"Converged",FALSE,0.5,0.5
172,-1.9683202620893,1.57384656830569,-0.0940748248209567,"Converged",FALSE,0.5,0.5
173,-1.95028088626648,1.46798246393675,-0.0450875779408791,"Converged",FALSE,0.5,0.5
174,-2.85236428717942,4.70685335402171,-0.10025475455357,"Converged",FALSE,0.5,0.5
175,-2.25381082866062,3.5599812409892,-0.154427856217259,"Converged",FALSE,0.5,0.5
176,-1.45918367012594,0.234249249354355,-0.118411631090938,"Converged",FALSE,0.5,0.5
177,-0.783601192733331,-1.41833809618611,-0.100431932641176,"Converged",FALSE,0.5,0.5
178,-2.9281419361367,3.75588890295594,-0.0633500910249899,"Converged",FALSE,0.5,0.5
179,-1.78020560155673,1.72397023114076,-0.112390041782963,"Converged",FALSE,0.5,0.5
180,-2.76923956412511,3.28411914206042,-0.034914424545112,"Converged",FALSE,0.5,0.5
181,-2.31681925942687,2.35814230250743,-0.0347672534243993,"Converged",FALSE,0.5,0.5
182,-1.83094702601995,1.79966357370148,-0.096306128851156,"Converged",TRUE,0.5,0.5
183,-1.9736999518404,0.994752988069054,-0.0667706359323884,"Converged",FALSE,0.5,0.5
184,-2.42491447273169,2.53772663156686,-0.0167832845945925,"Converged",FALSE,0.5,0.5
185,-2.04773036168,1.72179328399201,-0.053642542372369,"Converged",FALSE,0.5,0.5
186,-1.3184303303486,0.606173495275168,-0.146052546420415,"Converged",FALSE,0.5,0.5
187,-1.80088651420942,0.726345268415869,-0.0489528085899218,"Converged",FALSE,0.5,0.5
188,-2.16933084875273,2.77586753031433,-0.104977090485799,"Converged",TRUE,0.5,0.5
189,-2.425950309015,2.51085583817015,-0.0723355068603265,"Converged",FALSE,0.5,0.5
190,-1.05928839561585,-1.159808526482,-0.0892986647478223,"Converged",FALSE,0.5,0.5
191,-2.41273793989734,3.62166387041023,-0.086954950913191,"Converged",FALSE,0.5,0.5
192,-1.88790089955637,1.76217859587677,-0.0981865697529795,"Converged",FALSE,0.5,0.5
193,-3.15146386404701,5.47485724026584,-0.076196419205285,"Converged",FALSE,0.5,0.5
194,-2.27194904386118,2.82048844348704,-0.1014627383572,"Converged",FALSE,0.5,0.5
195,-2.24890932897186,2.26162452598479,-0.0248765677651298,"Converged",FALSE,0.5,0.5
196,-1.83552390075692,1.51469870266996,-0.0780272512254189,"Converged",FALSE,0.5,0.5
197,-1.80069235050523,1.72630822402687,-0.12724133372789,"Converged",FALSE,0.5,0.5
198,-2.98037651451679,4.78035506576189,-0.085855120679275,"Converged",TRUE,0.5,0.5
199,-2.10848821065136,2.13479862418898,-0.106078956936781,"Converged",FALSE,0.5,0.5
200,-1.5319312332437,1.12188151405778,-0.184456056645897,"Converged",FALSE,0.5,0.5
201,-1.01626542809503,-0.472527555742625,-0.0986465331642184,"Converged",FALSE,0.5,0.5
202,-2.10950616280981,2.43913453177167,-0.123792860312751,"Converged",FALSE,0.5,0.5
203,-2.56248753386625,2.62725309434517,-0.0437558386617238,"Converged",FALSE,0.5,0.5
204,-1.88246228305438,2.1219799082082,-0.132292768092063,"Converged",TRUE,0.5,0.5
205,-2.91439319077778,4.60578764332853,-0.0865455689705298,"Converged",FALSE,0.5,0.5
206,-1.95505406699552,3.70407981227437,-0.225476153962576,"Converged",FALSE,0.5,0.5
207,-1.53085536894133,1.9337365490157,-0.194798674615695,"Converged",FALSE,0.5,0.5
208,-2.34411963572597,4.0693821007122,-0.112237321870017,"Converged",FALSE,0.5,0.5
209,-2.38004519228569,2.61940086038567,-0.0741991552011728,"Converged",FALSE,0.5,0.5
210,-1.0509293728528,-1.07436494247025,-0.0818446999678657,"Converged",FALSE,0.5,0.5
211,-1.65878845312538,0.371800826504898,-0.0637433311107901,"Converged",FALSE,0.5,0.5
212,-1.6592759189197,1.40565147073728,-0.111842215613061,"Converged",FALSE,0.5,0.5
213,-1.80984582751076,1.66392250402702,-0.127869249775692,"Converged",FALSE,0.5,0.5
214,-2.42992091999612,3.03203263603019,-0.0761700352425377,"Converged",FALSE,0.5,0.5
215,-2.66275386512022,3.51370804367493,-0.0383912818123404,"Converged",FALSE,0.5,0.5
216,-1.83463866293329,2.44328390203041,-0.114425726980947,"Converged",FALSE,0.5,0.5
217,-2.46894611195491,3.3136289686407,-0.0819470792203031,"Converged",FALSE,0.5,0.5
218,-1.78394671878243,1.28279794259741,-0.0928048506092676,"Converged",FALSE,0.5,0.5
219,-1.97108459070726,2.86788768317939,-0.15150868807968,"Converged",FALSE,0.5,0.5
220,-1.95312767158981,0.771139155326426,-0.0282860310218081,"Converged",TRUE,0.5,0.5
221,-1.14416403627233,-0.740293546976584,-0.100568976430813,"Converged",FALSE,0.5,0.5
222,-2.53714512326145,3.27779194443077,-0.0799354785592124,"Converged",FALSE,0.5,0.5
223,-1.92594118826514,1.46175639584299,-0.063713672363589,"Converged",FALSE,0.5,0.5
224,-1.67955847228952,1.42801680610486,-0.112868806036765,"Converged",FALSE,0.5,0.5
225,-1.9649453134768,2.23384195805786,-0.101967217274244,"Converged",TRUE,0.5,0.5
226,-2.7107947275524,4.70327767551263,-0.139691017764987,"Converged",FALSE,0.5,0.5
227,-2.61019695570509,3.71752850405607,-0.0736120618467883,"Converged",FALSE,0.5,0.5
228,-2.77702302562992,3.09272578934384,-0.0373389232548717,"Converged",FALSE,0.5,0.5
229,-1.43765937741049,0.142493563189314,-0.104361960910529,"Converged",FALSE,0.5,0.5
230,-2.06545943821837,1.61425457357739,-0.0100331685773063,"Converged",FALSE,0.5,0.5
231,-2.44668697069872,2.85869360186705,-0.080154806538047,"Converged",FALSE,0.5,0.5
232,-2.87511509500289,4.32724496731691,-0.062962404835202,"Converged",FALSE,0.5,0.5
233,-1.66764595917575,0.882028682699271,-0.0805057409885229,"Converged",FALSE,0.5,0.5
234,-2.91941033082125,5.51471305840309,-0.177890407493224,"Converged",FALSE,0.5,0.5
235,-1.5044955191737,0.00844651880701755,-0.0351861298754862,"Converged",FALSE,0.5,0.5
236,-2.64139650909699,3.78658112805476,-0.106721563431825,"Converged",FALSE,0.5,0.5
237,-1.273217652906,-0.519119905793554,-0.0610509015204341,"Converged",FALSE,0.5,0.5
238,-1.42346431676055,1.60685212754511,-0.221985047159151,"Converged",FALSE,0.5,0.5
239,-1.45398429246701,0.332609262920538,-0.101640504274348,"Converged",FALSE,0.5,0.5
240,-1.45529379867705,0.912603354212914,-0.131113915150033,"Converged",FALSE,0.5,0.5
241,-1.22160968927752,-0.0107545434990711,-0.114943657446953,"Converged",TRUE,0.5,0.5
242,-1.37708493890165,0.594900134581789,-0.128191338303886,"Converged",FALSE,0.5,0.5
243,-2.45300128021369,2.60633501056392,-0.066682897880637,"Converged",FALSE,0.5,0.5
244,-1.45383811447062,1.48941496335191,-0.125843298928891,"Converged",FALSE,0.5,0.5
245,-2.79748589152092,2.69708557779838,0.0165982474057244,"Converged",FALSE,0.5,0.5
246,-1.39298476581094,0.861023618329454,-0.154428967512899,"Converged",FALSE,0.5,0.5
247,-2.30504754480896,2.39112576876985,-0.0396848052412832,"Converged",FALSE,0.5,0.5
248,-3.08861434286675,5.18908078444664,-0.108200365884606,"Converged",FALSE,0.5,0.5
249,-1.39068270166957,0.590903391709606,-0.0890965709024776,"Converged",FALSE,0.5,0.5
250,-1.1981210555798,-0.665507475866948,-0.113743930700439,"Converged",FALSE,0.5,0.5
251,-1.36182861431227,0.367977259009671,-0.102556905380953,"Converged",FALSE,0.5,0.5
252,-2.05363317383493,2.27672971387561,-0.11458076031326,"Converged",FALSE,0.5,0.5
253,-1.67820236279015,0.596614500291783,-0.0491693938848866,"Converged",FALSE,0.5,0.5
254,-0.518578835765723,-1.79163103168526,-0.115206672435178,"Converged",FALSE,0.5,0.5
255,-3.41649093156393,5.43010546151911,-0.0418552279329386,"Converged",TRUE,0.5,0.5
256,-2.79127016648641,4.08257478725314,-0.112499657665402,"Converged",FALSE,0.5,0.5
257,-2.43246121243909,3.45770083263618,-0.094327707475775,"Converged",FALSE,0.5,0.5
258,-1.70111601604392,0.573661673155477,-0.0463557383347169,"Converged",TRUE,0.5,0.5
259,-1.14201600170097,-0.920458478887142,-0.080721836348003,"Converged",FALSE,0.5,0.5
260,-1.06300300368718,-0.638647640593466,-0.104313640240984,"Converged",FALSE,0.5,0.5
261,-2.36315792703157,2.6471956112997,-0.0357817166272088,"Converged",FALSE,0.5,0.5
262,-1.11629920233373,0.39373864381974,-0.172365337274176,"Converged",FALSE,0.5,0.5
263,-1.45652069577971,0.720201816718847,-0.0951203815432967,"Converged",FALSE,0.5,0.5
264,-1.12407693839692,-0.156842065087284,-0.154306303039112,"Converged",FALSE,0.5,0.5
265,-1.22637670858307,1.12287744437056,-0.185503986866344,"Converged",FALSE,0.5,0.5
266,-2.05580411920029,2.14698725701799,-0.0947698782453825,"Converged",FALSE,0.5,0.5
267,-1.65311744112159,1.34724127611952,-0.125865526129067,"Converged",FALSE,0.5,0.5
268,-1.73714165621918,0.157343841784645,-0.0279739953862281,"Converged",FALSE,0.5,0.5
269,-1.71412507097113,1.118998144903,-0.104469783018653,"Converged",FALSE,0.5,0.5
270,-0.77509100768182,-0.877662705634581,-0.130265916954267,"Converged",FALSE,0.5,0.5
271,-2.30782670175332,1.77293330691076,-0.0292017483065621,"Converged",TRUE,0.5,0.5
272,-0.91657582219284,-1.35166434899041,-0.10643836682138,"Converged",FALSE,0.5,0.5
273,-0.676811400844156,-1.68445550718142,-0.144219992372348,"Converged",FALSE,0.5,0.5
274,-0.916365939582867,-1.19699130583072,-0.0908734636640152,"Converged",FALSE,0.5,0.5
275,-1.25260779485945,0.761189509628365,-0.168051066715844,"Converged",FALSE,0.5,0.5
276,-2.10336984708678,1.6614187286877,-0.085154695123959,"Converged",FALSE,0.5,0.5
277,-1.17780307926687,-0.223844410511036,-0.110460371228641,"Converged",FALSE,0.5,0.5
278,-2.38693306016087,2.99119119589997,-0.121932607411224,"Converged",FALSE,0.5,0.5
279,-1.59554093549767,2.03313128997249,-0.182232944974038,"Converged",FALSE,0.5,0.5
280,-1.14966200834652,-0.647831338621455,-0.0739828406621139,"Converged",FALSE,0.5,0.5
281,-1.58845174868749,1.03277547753122,-0.119420135016419,"Converged",FALSE,0.5,0.5
282,-1.83492483590169,0.570222762843445,-0.000526503442720361,"Converged",FALSE,0.5,0.5
283,-1.75217378655512,0.928356695002183,-0.0929712077613276,"Converged",TRUE,0.5,0.5
284,-2.45214030985617,2.28684914124695,-0.00765820815167239,"Converged",FALSE,0.5,0.5
285,-2.7946156760368,1.9464919770186,0.0256245971014598,"Converged",TRUE,0.5,0.5
286,-2.47879390327275,2.68273354016341,-0.0375935649269938,"Converged",FALSE,0.5,0.5
287,-1.96872149326263,2.23834496977263,-0.104624968984464,"Converged",FALSE,0.5,0.5
288,-2.89353967835782,5.56474683524511,-0.1463139024411,"Converged",FALSE,0.5,0.5
289,-2.16704116659935,2.26007469151414,-0.0784170839635226,"Converged",FALSE,0.5,0.5
290,-2.5760909488897,2.84689169292333,-0.0416866037051606,"Converged",FALSE,0.5,0.5
291,NA,NA,NA,"MAX_ITER reached",FALSE,0.5,0.5
292,-2.89941295792191,5.09799360997991,-0.0728986697237499,"Converged",FALSE,0.5,0.5
293,-2.17951845597638,2.66939452243119,-0.112598937300287,"Converged",FALSE,0.5,0.5
294,-1.8075021382325,1.53091736394112,-0.105525148961652,"Converged",FALSE,0.5,0.5
295,-2.27064725564467,2.9345632340824,-0.0765153604850395,"Converged",FALSE,0.5,0.5
296,-0.917126332441812,-1.12753140281091,-0.0861046870566331,"Converged",FALSE,0.5,0.5
297,-1.76206577352387,1.80221225694475,-0.103796145250762,"Converged",FALSE,0.5,0.5
298,-1.81618937294145,1.78799735875617,-0.10667748293007,"Converged",FALSE,0.5,0.5
299,-1.81207580886624,0.791425997322497,-0.0443168071683332,"Converged",FALSE,0.5,0.5
300,-0.288724404057358,-2.92542486195568,-0.147386243341118,"Converged",FALSE,0.5,0.5
